ts,airline,hour,count,min,p25,p50,p75,p90,max
"2025-01-01 00:00:00",AA,0,96,-11.0,-5.0,-0.99,7.03,30.88,122.0
"2025-01-01 00:00:00",AA,1,12,-18.0,-10.07,-7.03,-5.0,4.01,318.0
"2025-01-01 00:00:00",AA,5,693,-13.0,-7.03,-4.01,0.0,15.03,1594.0
"2025-01-01 00:00:00",AA,6,1132,-18.0,-5.99,-4.01,0.0,16.95,1418.0
"2025-01-01 00:00:00",AA,7,1172,-14.0,-5.99,-2.97,0.99,25.79,1511.0
"2025-01-01 00:00:00",AA,8,1190,-14.0,-5.99,-2.97,2.97,30.88,1386.0
"2025-01-01 00:00:00",AA,9,861,-14.0,-5.0,-1.99,5.99,32.79,786.0
"2025-01-01 00:00:00",AA,10,910,-26.0,-5.0,-1.99,13.07,57.4,1559.0
"2025-01-01 00:00:00",AA,11,1007,-15.0,-4.01,-0.99,13.07,52.99,582.0
"2025-01-01 00:00:00",AA,12,909,-15.0,-4.01,0.99,21.98,74.45,1470.0
"2025-01-01 00:00:00",AA,13,926,-18.0,-4.01,0.0,16.95,71.53,1293.0
"2025-01-01 00:00:00",AA,14,871,-23.0,-4.01,0.99,26.84,80.65,1168.0
"2025-01-01 00:00:00",AA,15,801,-16.0,-4.01,0.0,26.84,83.94,1485.0
"2025-01-01 00:00:00",AA,16,945,-20.0,-4.01,0.0,21.98,70.11,1051.0
"2025-01-01 00:00:00",AA,17,933,-20.0,-4.01,0.0,25.79,72.97,762.0
"2025-01-01 00:00:00",AA,18,991,-22.0,-2.97,2.97,27.94,75.95,910.0
"2025-01-01 00:00:00",AA,19,863,-18.0,-4.01,1.99,27.94,74.45,890.0
"2025-01-01 00:00:00",AA,20,786,-26.0,-2.97,1.99,25.79,71.53,768.0
"2025-01-01 00:00:00",AA,21,549,-16.0,-4.01,1.99,26.84,72.97,686.0
"2025-01-01 00:00:00",AA,22,527,-15.0,-4.01,1.99,21.12,64.72,953.0
"2025-01-01 00:00:00",AA,23,231,-13.0,-5.0,-0.99,10.07,40.86,808.0
"2025-01-01 00:00:00",DL,0,12,-14.0,-8.94,-5.0,1.99,1.99,23.0
"2025-01-01 00:00:00",DL,1,13,-9.0,-5.99,-2.97,0.99,19.11,36.0
"2025-01-01 00:00:00",DL,3,6,-7.0,-4.01,-2.97,-2.97,-1.99,-1.0
"2025-01-01 00:00:00",DL,5,413,-18.0,-7.92,-4.01,0.99,13.07,358.0
"2025-01-01 00:00:00",DL,6,1194,-20.0,-5.99,-2.97,1.99,15.96,565.0
"2025-01-01 00:00:00",DL,7,1448,-26.0,-5.99,-2.97,1.99,19.89,911.0
"2025-01-01 00:00:00",DL,8,1096,-19.0,-5.0,-1.99,2.97,23.81,772.0
"2025-01-01 00:00:00",DL,9,814,-16.0,-5.0,-0.99,5.99,27.94,598.0
"2025-01-01 00:00:00",DL,10,913,-22.0,-5.99,-1.99,7.03,32.14,310.0
"2025-01-01 00:00:00",DL,11,1258,-18.0,-5.0,-0.99,10.07,36.24,709.0
"2025-01-01 00:00:00",DL,12,997,-20.0,-5.0,-0.99,13.07,43.38,1113.0
"2025-01-01 00:00:00",DL,13,864,-16.0,-5.0,-0.99,13.87,45.15,1051.0
"2025-01-01 00:00:00",DL,14,874,-17.0,-5.0,-0.99,15.03,48.91,1109.0
"2025-01-01 00:00:00",DL,15,1060,-19.0,-4.01,0.0,19.11,57.4,1161.0
"2025-01-01 00:00:00",DL,16,747,-20.0,-5.0,0.0,17.99,57.4,309.0
"2025-01-01 00:00:00",DL,17,994,-20.0,-5.99,-0.99,15.03,50.91,362.0
"2025-01-01 00:00:00",DL,18,942,-20.0,-5.0,0.0,16.95,55.15,947.0
"2025-01-01 00:00:00",DL,19,812,-22.0,-5.0,1.99,21.98,58.56,906.0
"2025-01-01 00:00:00",DL,20,479,-15.0,-4.01,1.99,21.12,48.91,762.0
"2025-01-01 00:00:00",DL,21,556,-18.0,-4.01,0.0,15.96,45.15,659.0
"2025-01-01 00:00:00",DL,22,624,-17.0,-5.0,-0.99,13.07,36.24,903.0
"2025-01-01 00:00:00",DL,23,198,-17.0,-5.99,-0.99,12.06,41.68,191.0
"2025-01-01 00:00:00",UA,0,53,-10.0,-4.01,0.99,13.87,40.05,125.0
"2025-01-01 00:00:00",UA,1,7,-16.0,-15.03,4.01,5.99,29.08,57.0
"2025-01-01 00:00:00",UA,2,7,-9.0,-7.92,0.99,0.99,0.99,18.0
"2025-01-01 00:00:00",UA,5,293,-18.0,-7.03,-4.01,0.0,10.07,777.0
"2025-01-01 00:00:00",UA,6,837,-17.0,-5.99,-2.97,2.97,21.12,559.0
"2025-01-01 00:00:00",UA,7,1154,-13.0,-5.99,-2.97,2.97,30.27,743.0
"2025-01-01 00:00:00",UA,8,1144,-15.0,-5.0,-1.99,7.03,37.72,640.0
"2025-01-01 00:00:00",UA,9,830,-14.0,-4.01,0.99,13.87,49.9,318.0
"2025-01-01 00:00:00",UA,10,734,-17.0,-4.01,0.0,13.87,45.15,301.0
"2025-01-01 00:00:00",UA,11,785,-15.0,-4.01,0.99,21.98,63.44,389.0
"2025-01-01 00:00:00",UA,12,749,-16.0,-4.01,-0.99,12.06,40.05,1154.0
"2025-01-01 00:00:00",UA,13,822,-14.0,-4.01,2.97,22.88,64.72,369.0
"2025-01-01 00:00:00",UA,14,797,-15.0,-4.01,0.99,23.81,89.13,604.0
